-33.5535605,-70.7215547
-33.6222253,-70.6839465
-33.5783534,-70.7138561
-33.5366129,-70.7141209
-33.5913065,-70.7032761
-33.5402339,-70.682606
-33.5793206,-70.6690469
-33.5425173,-70.5701103
-33.4878151,-70.6029522
-33.5153124,-70.6071644
-33.5102332,-70.5919855
-33.4879694,-70.6105722
-33.4865248,-70.6044706
-33.4880478,-70.6108877
-33.4517955,-70.54368
-33.4806345,-70.5277403
-33.4702491,-70.5484956
-33.4570831,-70.5452638
-33.4522587,-70.5612408
-33.439942,-70.5651113
-33.4702491,-70.5484956
-33.4356933,-70.5483941
-33.4536207,-70.6110865
-33.4474457,-70.6005976
-33.4381612,-70.57397
-33.4557127,-70.6035869
-33.450795,-70.5931897
-33.4556024,-70.5995112
-33.4763806,-70.6016159
-33.4759383,-70.6139527
-33.4822386,-70.6066036
-33.4803178,-70.6030435
-33.4795469,-70.6173255
-33.4815201,-70.6134393
-33.4724379,-70.5423792
-33.5011356,-70.5291377
-33.4874161,-70.5405888
-33.5085823,-70.585635
-33.487823,-70.5708017
-33.4831576,-70.5384591
-33.4754134,-70.5675537
-33.486875,-70.5390727
-33.4883499,-70.5559746
-33.5096541,-70.5468174
-33.4877348,-70.5723867
-33.4832926,-70.5341383
-33.4897842,-70.543525
-33.4986819,-70.5265162
-33.4832926,-70.5341383
-33.5075756,-70.5508505
-33.5080764,-70.5691767
-33.4844958,-70.5518565
-33.5055065,-70.5643878
-33.475612,-70.5471249
-33.4721152,-70.5257855
-33.4784178,-70.5381697
-33.4725382,-70.5430705
-33.4722707,-70.5512287
-33.5039507,-70.5855715
-33.4877348,-70.5723867
-33.471432,-70.5328169
-33.4986868,-70.5764002
-33.4986868,-70.5764002
-33.4778484,-70.5345051
-33.491463,-70.55015
-33.4827242,-70.5631549
-33.4940195,-70.545579
-33.4823507,-70.5616958
-33.4771931,-70.5475369
-33.4792732,-70.5632013
-33.5084222,-70.5462666
-33.5058628,-70.5527283
-33.4913171,-70.57696
-33.4902329,-70.574354
-33.5012054,-70.5724359
-33.4659823,-70.5592553
-33.46437,-70.566352
-33.4794501,-70.5595035
-33.4964279,-70.5422834
-33.4871356,-70.5549692
-33.4904934,-70.5504227
-33.5084217,-70.5480002
-33.478191,-70.527222
-33.470163,-70.5664612
-33.466005,-70.5198867
-33.493999,-70.5491949
-33.4917977,-70.5511381
-33.4846328,-70.5493711
-33.4651169,-70.524656
-33.4990135,-70.5605685
-33.4892625,-70.5753036
-33.5070057,-70.5826927
-33.5000695,-70.5615828
-33.4859662,-70.5447047
-33.4768319,-70.5591447
-33.4743506,-70.5367342
-33.4971884,-70.5538739
-33.5013932,-70.5623319
-33.4825944,-70.5646263
-33.4750916,-70.536902
-33.5043497,-70.570701
-33.4727612,-70.5486143
-33.4727612,-70.5486143
-33.5102307,-70.5521854
-33.5839643,-70.6689801
-33.57952,-70.66263
-33.4906241,-70.6158242
-33.4478682,-70.5586113
-33.4425466,-70.5517451
-33.4628414,-70.5417791
-33.4385231,-70.5710328
-33.4549375,-70.5682502
-33.474789,-70.57446
-33.5737509,-70.6692299
-33.4933275,-70.6065446
-33.4775137,-70.5988935
-33.4452626,-70.5554067
-33.4885238,-70.5876516
-33.4407218,-70.5639988
-33.4571391,-70.5949566
-33.5685257,-70.6789028
-33.4953324,-70.5938623
-33.4774342,-70.6060299
-33.4935195,-70.6145597
-33.477901,-70.600143
-33.495846,-70.58914
-33.5721196,-70.6787587
-33.5658724,-70.6807132
-33.4747108,-70.5867849
-33.4594225,-70.5564887
-33.5738282,-70.6943998
-33.5740511,-70.6783857
-33.454355,-70.5693618
-33.5800141,-70.6721822
-33.5631716,-70.6657544
-33.547223,-70.679479
-33.547223,-70.679479
-33.4526972,-70.5547052
-33.4434093,-70.543361
-33.562762,-70.6792481
-33.4801979,-70.599699
-33.4415825,-70.5291006
-33.4448276,-70.5533033
-33.4526835,-70.5546389
-33.4839903,-70.5837504
-33.5658243,-70.6596079
-33.5703858,-70.6787934
-33.5801978,-70.6651128
-33.5597002,-70.6564195
-33.570473,-70.66145
-33.5805487,-70.6671631
-33.5687042,-70.6781354
-33.5687042,-70.6781354
-33.5777292,-70.6831369
-33.4559386,-70.5290542
-33.54968,-70.6597167
-33.4905976,-70.6158243
-33.4346089,-70.5461349
-33.5685958,-70.6616557
-33.5547877,-70.6919915
-33.4614049,-70.5636261
-33.5668245,-70.66191
-33.4878819,-70.6077082
-33.582069,-70.6629294
-33.4585343,-70.5581814
-33.5782404,-70.6761146
-33.5592003,-70.6669853
-33.5637195,-70.6643868
-33.5567345,-70.6687094
-33.548706,-70.68614
-33.548706,-70.68614
-33.5477656,-70.6657589
-33.569568,-70.678819
-33.48326,-70.6109648
-33.5073506,-70.5905849
-33.432861,-70.580521
-33.4555615,-70.5689669
-33.4796948,-70.5996712
-33.5329537,-70.5696642
-33.5170622,-70.6014316
-33.543585,-70.5781748
-33.5443383,-70.6003644
-33.5616909,-70.5901517
-33.5386412,-70.5822817
-33.5440955,-70.5539477
-33.536696,-70.5624214
-33.5277087,-70.5739349
-33.5277087,-70.5739349
-33.5348189,-70.5380789
-33.5581164,-70.5632315
-33.5154012,-70.6031417
-33.5144975,-70.525756
-33.5425173,-70.5701103
-33.519407,-70.5512525
-33.5557684,-70.5967662
-33.5564288,-70.5641258
-33.5508212,-70.6059335
-33.5316939,-70.5697174
-33.5336509,-70.5820852
-33.5306254,-70.5676838
-38.697682,-72.548626
-38.7281474,-72.5655684
-38.6973311,-72.5513338
-38.7232733,-72.5559829
-38.7273121,-72.5560311
-38.71341,-72.55842
-38.7125409,-72.5579982
-38.7298092,-72.5650697
-38.6883032,-72.5193694
-38.6974782,-72.5351548
-38.667472,-72.2198726
-38.7297125,-72.5671442
-38.7056488,-72.5485531
-38.7316134,-72.5589141
-38.7316134,-72.5589141
-38.6670696,-72.2214223
-38.7152425,-72.5581407
-38.6924862,-72.3587473
-38.699009,-72.549751
-38.691834,-72.363107
-38.7091511,-72.553219
-38.7027988,-72.5446685
-38.7051144,-72.5480354
-38.6973612,-72.551359
-38.7354725,-72.5652395
-38.7098204,-72.5514321
-38.7173962,-72.5501988
-38.6901426,-72.5221272
-38.7324565,-72.5625647
-38.7054417,-72.5495418
-38.70931,-72.55219
-38.6804411,-72.5026293
-38.7096856,-72.5494532
-38.6924862,-72.3587473
-38.7046488,-72.5493479
-38.6763854,-72.2201217
-38.7191575,-72.5522608
-38.698418,-72.548375
-38.7121816,-72.5529654
-38.6677187,-72.2244406
-38.5265445,-72.4409078
-38.5204317,-72.4306448
-38.5175951,-72.4317635
-38.5175951,-72.4317635
-38.444393,-71.886665
-38.531914,-72.438164
-38.436885,-71.8870763
-38.4752064,-71.5794837
-38.518218,-72.4246674
-38.518218,-72.4246674
-38.5214949,-72.4330015
-38.5404514,-72.4227892
-38.4414314,-71.8840424
-38.635054,-72.45641
-38.4500827,-71.3685041
-38.444201,-71.887358
-38.5475729,-72.4282169
-38.4504837,-71.3768771
-38.4384338,-71.8877808
-38.440525,-71.8963463
-38.5413083,-72.4232904
-38.6355639,-72.4459966
-38.5218892,-72.4390267
-38.5462557,-72.422664
-38.518044,-72.4319565
-38.5309738,-72.437044
-38.5309738,-72.437044
-38.4383624,-71.8905253
-38.529646,-72.4378606
-38.5159694,-72.4289589
-38.7149252,-72.6479349
-38.6024197,-72.8423721
-38.7148019,-72.6499446
-38.7339231,-72.6276942
-38.7115438,-72.6558353
-38.7125755,-72.6590398
-38.7156482,-72.6523195
-38.7225037,-72.6388474
-38.7129175,-72.6339143
-38.7223227,-72.6226158
-38.7110152,-72.6624157
-38.7130114,-72.626316
-38.7362529,-72.6231314
-38.731127,-72.628297
-38.68536,-72.654488
-38.7077348,-72.665048
-38.726505,-72.6200496
-38.7109193,-72.6633131
-38.7235467,-72.6249492
-38.6872515,-72.65636881
-38.7293981,-72.6187708
-38.7070873,-72.6631592
-38.7254025,-72.6167076
-38.7195738,-72.6198386
-38.714227,-72.6564067
-38.7138199,-72.6496458
-38.7298605,-72.6192697
-38.740883,-72.61789
-38.7248316,-72.6183237
-38.7253114,-72.6301313
-38.7253114,-72.6301313
-38.7253114,-72.6301313
-38.7390432,-72.6258059
-38.7390432,-72.6258059
-38.7390432,-72.6258059
-38.7156952,-72.6481369
-38.7365921,-72.6278481
-38.7265862,-72.6203682
-38.7089065,-72.6530787
-38.604332,-72.849399
-38.7228226,-72.6362663
-38.752666,-72.636862
-38.7232855,-72.6313549
-38.75411,-72.64622
-38.74200089,-72.94358227
-38.7660992,-72.7625901
-38.7525975,-72.6437477
-38.754836,-72.6528148
-38.7509361,-72.6107081
-38.7517803,-72.6615583
-38.75411,-72.64622
-38.7659196,-72.759496
-38.760006,-72.649246
-38.7530144,-72.6530258
-38.7538311,-72.6628647
-38.7537859,-72.6418999
-38.7542758,-72.6340539
-38.7525124,-72.6416351
-38.7330876,-72.9435296
-38.7714665,-72.7610023
-38.7533671,-72.6636409
-38.7710777,-72.8007651
-38.7533174,-72.9373278
-38.7562148,-72.7401977
-38.7557775,-72.6586202
-38.7625386,-72.7434775
-38.763365,-72.749753
-38.7475512,-72.945949
-38.7724586,-72.7523801
-38.7549898,-72.6539744
-38.7535757,-72.6380143
-38.7581704,-72.6322108
-38.7538279,-72.920813
-38.74200089,-72.94358227
-38.7445218,-72.9482281
-38.7445218,-72.9482281
-38.754135,-72.63171
-38.756308,-72.639308
-38.7608008,-72.7576815
-38.7608578,-72.755275
-38.7544653,-72.6337575
-38.7533671,-72.6636409
-38.7544617,-72.6554395
-38.7225067,-72.6316048
-38.7463761,-72.9500763
-39.293455,-72.171374
-39.4848363,-72.1630247
-39.3023397,-72.22882
-39.3059129,-72.225544
-39.294964,-72.167867
-39.2779624,-72.2230488
-39.2779624,-72.2230488
-39.2798662,-72.2288243
-39.30338,-72.226543
-39.2808585,-72.2326461
-39.298834,-72.237226
-39.2809657,-72.2264674
-39.2821879,-72.2254483
-39.2874542,-72.2299214
-39.2830554,-72.222607
-39.2779925,-72.2333914
-39.2970836,-72.2330566
-39.2807451,-72.2256315
-39.2985776,-72.2164997
-39.2985776,-72.2164997
-39.4482425,-72.2102315
-39.3042316,-72.2252349
-39.3690026,-72.6219045
-39.286606,-72.22861
-39.286606,-72.22861
-39.294761,-72.2248254
-39.2979077,-72.2155227
-39.285409,-72.2238277
-39.2939758,-72.2243582
-39.294964,-72.167867
-39.2778116,-72.2312685
-39.2820124,-72.2307798
-39.2891546,-72.2195854
-39.4881131,-72.1543264
-38.7352103,-72.5867731
-38.7351352,-72.6139967
-38.742139,-72.6039161
-38.7262203,-72.6104966
-38.7337866,-72.6153506
-38.73515,-72.61793
-38.7314925,-72.6043982
-38.7312475,-72.6045891
-38.7183865,-72.6120398
-38.7371306,-72.6076456
